"","pref","Prefecture","Party","Year","Votes","Vote.Total","Actual.Voters","Eligible.Voters","vshare"
"1847",46,"Kagoshima",34,2014,10869,674913,695178,1377390,0.016104297887283
"1848",46,"Kagoshima",5,2014,27579,674913,695178,1377390,0.040863044570189
"1849",46,"Kagoshima",4,2014,49352,674913,695178,1377390,0.073123498880597
"1850",46,"Kagoshima",35,2014,96244,674913,695178,1377390,0.142602083527803
"1851",46,"Kagoshima",2,2014,99976,674913,695178,1377390,0.148131685120897
"1852",46,"Kagoshima",3,2014,116846,674913,695178,1377390,0.173127499396218
"1853",46,"Kagoshima",1,2014,260780,674913,695178,1377390,0.386390542188401
"1854",14,"Kanagawa",98,2014,12719,3893057,3979834,7386768,0.003267098324016
"1855",14,"Kanagawa",5,2014,78392,3893057,3979834,7386768,0.020136360705738
"1856",14,"Kanagawa",33,2014,92986,3893057,3979834,7386768,0.023885085679455
"1857",14,"Kanagawa",34,2014,139395,3893057,3979834,7386768,0.035806051645275
"1858",14,"Kanagawa",3,2014,468245,3893057,3979834,7386768,0.120276944313941
"1859",14,"Kanagawa",4,2014,476309,3893057,3979834,7386768,0.12234832420897
"1860",14,"Kanagawa",35,2014,644576,3893057,3979834,7386768,0.165570655656981
"1861",14,"Kanagawa",2,2014,657974,3893057,3979834,7386768,0.169012167045075
"1862",14,"Kanagawa",1,2014,1322461,3893057,3979834,7386768,0.339697312420548
"1863",39,"Kochi",98,2014,1626,305540,317040,621991,0.00532172546966
"1864",39,"Kochi",34,2014,5245,305540,317040,621991,0.017166328467631
"1865",39,"Kochi",5,2014,5653,305540,317040,621991,0.018501669175885
"1866",39,"Kochi",35,2014,27171,305540,317040,621991,0.088927799960725
"1867",39,"Kochi",3,2014,52315,305540,317040,621991,0.171221444000785
"1868",39,"Kochi",2,2014,58414,305540,317040,621991,0.191182823852851
"1869",39,"Kochi",4,2014,62054,305540,317040,621991,0.20309615762257
"1870",39,"Kochi",1,2014,93062,305540,317040,621991,0.304582051449892
"1871",43,"Kumamoto",98,2014,5181,709280,738464,1475268,0.00730459057072
"1872",43,"Kumamoto",33,2014,11019,709280,738464,1475268,0.015535472591924
"1873",43,"Kumamoto",34,2014,15253,709280,738464,1475268,0.021504906383939
"1874",43,"Kumamoto",5,2014,22194,709280,738464,1475268,0.031290886532822
"1875",43,"Kumamoto",4,2014,57965,709280,738464,1475268,0.081723719828559
"1876",43,"Kumamoto",2,2014,100070,709280,738464,1475268,0.1410867358448
"1877",43,"Kumamoto",35,2014,105749,709280,738464,1475268,0.149093446875705
"1878",43,"Kumamoto",3,2014,127653,709280,738464,1475268,0.179975468080307
"1879",43,"Kumamoto",1,2014,264196,709280,738464,1475268,0.372484773291225
"1880",26,"Kyoto",98,2014,4300,1040182,1064301,2087647,0.004133891953524
"1881",26,"Kyoto",33,2014,11577,1040182,1064301,2087647,0.011129783057196
"1882",26,"Kyoto",5,2014,14654,1040182,1064301,2087647,0.014087919229519
"1883",26,"Kyoto",34,2014,19574,1040182,1064301,2087647,0.018817860720528
"1884",26,"Kyoto",3,2014,116336,1040182,1064301,2087647,0.111841966117468
"1885",26,"Kyoto",2,2014,179765,1040182,1064301,2087647,0.172820717912827
"1886",26,"Kyoto",35,2014,189471,1040182,1064301,2087647,0.182151777285129
"1887",26,"Kyoto",4,2014,193596,1040182,1064301,2087647,0.186117429449846
"1888",26,"Kyoto",1,2014,310909,1040182,1064301,2087647,0.298898654273964
"1889",24,"Mie",98,2014,4733,816709,838349,1491847,0.005795209799329
"1890",24,"Mie",33,2014,10890,816709,838349,1491847,0.013334002686391
"1891",24,"Mie",34,2014,13467,816709,838349,1491847,0.016489349327606
"1892",24,"Mie",5,2014,15959,816709,838349,1491847,0.019540619731141
"1893",24,"Mie",4,2014,72567,816709,838349,1491847,0.088852945173862
"1894",24,"Mie",35,2014,115066,816709,838349,1491847,0.140889839587907
"1895",24,"Mie",3,2014,121389,816709,838349,1491847,0.148631887245029
"1896",24,"Mie",2,2014,209710,816709,838349,1491847,0.256774444753272
"1897",24,"Mie",1,2014,252928,816709,838349,1491847,0.309691701695463
"1898",4,"Miyagi",98,2014,4214,914340,936584,1904741,0.004608788853162
"1899",4,"Miyagi",5,2014,25720,914340,936584,1904741,0.028129579806199
"1900",4,"Miyagi",33,2014,26223,914340,936584,1904741,0.028679703392611
"1901",4,"Miyagi",34,2014,28041,914340,936584,1904741,0.030668022836144
"1902",4,"Miyagi",4,2014,97523,914340,936584,1904741,0.106659448345254
"1903",4,"Miyagi",3,2014,116977,914340,936584,1904741,0.127935997550145
"1904",4,"Miyagi",35,2014,128019,914340,936584,1904741,0.140012468009712
"1905",4,"Miyagi",2,2014,193011,914340,936584,1904741,0.211093247588424
"1906",4,"Miyagi",1,2014,294612,914340,936584,1904741,0.322212743618348
"1907",45,"Miyazaki",98,2014,2116,448263,459644,922019,0.004720443132715
"1908",45,"Miyazaki",33,2014,5248,448263,459644,922019,0.011707412835768
"1909",45,"Miyazaki",34,2014,15936,448263,459644,922019,0.035550558489101
"1910",45,"Miyazaki",5,2014,24447,448263,459644,922019,0.05453718018217
"1911",45,"Miyazaki",4,2014,37774,448263,459644,922019,0.084267494751965
"1912",45,"Miyazaki",35,2014,54738,448263,459644,922019,0.122111349810268
"1913",45,"Miyazaki",2,2014,55417,448263,459644,922019,0.123626085579225
"1914",45,"Miyazaki",3,2014,80544,448263,459644,922019,0.17968023236359
"1915",45,"Miyazaki",1,2014,172043,448263,459644,922019,0.383799242855199
"1916",20,"Nagano",98,2014,5522,943297,964773,1739240,0.005853935716959
"1917",20,"Nagano",33,2014,16213,943297,964773,1739240,0.017187587790484
"1918",20,"Nagano",34,2014,19154,943297,964773,1739240,0.020305375719418
"1919",20,"Nagano",5,2014,26237,943297,964773,1739240,0.027814145491823
"1920",20,"Nagano",3,2014,97608,943297,964773,1739240,0.103475363538737
"1921",20,"Nagano",4,2014,140123,943297,964773,1739240,0.148546004068708
"1922",20,"Nagano",35,2014,149102,943297,964773,1739240,0.158064745249905
"1923",20,"Nagano",2,2014,243467,943297,964773,1739240,0.258102167185945
"1924",20,"Nagano",1,2014,245871,943297,964773,1739240,0.260650675238022
"1925",42,"Nagasaki",98,2014,2830,570885,589189,1152543,0.004957215551293
"1926",42,"Nagasaki",34,2014,10092,570885,589189,1152543,0.017677816022491
"1927",42,"Nagasaki",33,2014,12193,570885,589189,1152543,0.021358066861102
"1928",42,"Nagasaki",5,2014,16481,570885,589189,1152543,0.028869211837761
"1929",42,"Nagasaki",4,2014,42609,570885,589189,1152543,0.074636748206732
"1930",42,"Nagasaki",35,2014,61542,570885,589189,1152543,0.107801045744765
"1931",42,"Nagasaki",3,2014,102990,570885,589189,1152543,0.180404109409075
"1932",42,"Nagasaki",2,2014,128626,570885,589189,1152543,0.225309825971956
"1933",42,"Nagasaki",1,2014,193522,570885,589189,1152543,0.338985960394826
"1934",29,"Nara",98,2014,2561,617138,634919,1142054,0.004149801178991
"1935",29,"Nara",5,2014,9881,617138,634919,1142054,0.016011005642174
"1936",29,"Nara",34,2014,10698,617138,634919,1142054,0.01733485865398
"1937",29,"Nara",33,2014,10912,617138,634919,1142054,0.017681620642385
"1938",29,"Nara",4,2014,68025,617138,634919,1142054,0.110226561968312
"1939",29,"Nara",3,2014,78260,617138,634919,1142054,0.126811183236164
"1940",29,"Nara",2,2014,87209,617138,634919,1142054,0.141311991807343
"1941",29,"Nara",35,2014,133977,617138,634919,1142054,0.217094069721845
"1942",29,"Nara",1,2014,215615,617138,634919,1142054,0.349378907148806
"1943",15,"Niigata",98,2014,5309,995314,1018715,1933079,0.005333995101043
"1944",15,"Niigata",34,2014,16707,995314,1018715,1933079,0.016785657591474
"1945",15,"Niigata",5,2014,36566,995314,1018715,1933079,0.036738154994303
"1946",15,"Niigata",33,2014,41021,995314,1018715,1933079,0.041214129410417
"1947",15,"Niigata",3,2014,83223,995314,1018715,1933079,0.083614819042031
"1948",15,"Niigata",4,2014,89794,995314,1018715,1933079,0.090216755717291
"1949",15,"Niigata",35,2014,111609,995314,1018715,1933079,0.112134462089351
"1950",15,"Niigata",2,2014,255327,995314,1018715,1933079,0.256529095340767
"1951",15,"Niigata",1,2014,355758,995314,1018715,1933079,0.357432930713323
"1952",44,"Oita",98,2014,3642,527828,546704,974572,0.006899974991853
"1953",44,"Oita",33,2014,6871,527828,546704,974572,0.013017498124389
"1954",44,"Oita",34,2014,8662,527828,546704,974572,0.016410648923513
"1955",44,"Oita",4,2014,39940,527828,546704,974572,0.075668589010056
"1956",44,"Oita",35,2014,55586,527828,546704,974572,0.105310820949249
"1957",44,"Oita",5,2014,69082,527828,546704,974572,0.130879756284244
"1958",44,"Oita",3,2014,80688,527828,546704,974572,0.152867979720667
"1959",44,"Oita",2,2014,90920,527828,546704,974572,0.172253082443523
"1960",44,"Oita",1,2014,172437,527828,546704,974572,0.326691649552506
"1961",33,"Okayama",98,2014,4406,774713,792960,1567111,0.005687267413868
"1962",33,"Okayama",5,2014,10361,774713,792960,1567111,0.013373984946684
"1963",33,"Okayama",34,2014,42861,774713,792960,1567111,0.055325004227372
"1964",33,"Okayama",4,2014,72725,774713,792960,1567111,0.093873473144248
"1965",33,"Okayama",35,2014,115226,774713,792960,1567111,0.148733789158049
"1966",33,"Okayama",2,2014,131399,774713,792960,1567111,0.169609907152713
"1967",33,"Okayama",3,2014,139945,774713,792960,1567111,0.180641089022645
"1968",33,"Okayama",1,2014,257790,774713,792960,1567111,0.332755484934421
"1969",47,"Okinawa",98,2014,4355,557707,580116,1108856,0.007808759796811
"1970",47,"Okinawa",34,2014,6411,557707,580116,1108856,0.011495283365638
"1971",47,"Okinawa",33,2014,28525,557707,580116,1108856,0.051146928405059
"1972",47,"Okinawa",2,2014,49665,557707,580116,1108856,0.089052136695433
"1973",47,"Okinawa",35,2014,77262,557707,580116,1108856,0.13853510893713
"1974",47,"Okinawa",4,2014,79711,557707,580116,1108856,0.142926303596691
"1975",47,"Okinawa",5,2014,81705,557707,580116,1108856,0.146501657680467
"1976",47,"Okinawa",3,2014,88626,557707,580116,1108856,0.15891139971347
"1977",47,"Okinawa",1,2014,141447,557707,580116,1108856,0.253622421809301
"1978",27,"Osaka",98,2014,12581,3532741,3607620,7119444,0.003561257391923
"1979",27,"Osaka",33,2014,36006,3532741,3607620,7119444,0.010192085975168
"1980",27,"Osaka",5,2014,48946,3532741,3607620,7119444,0.013854964176542
"1981",27,"Osaka",34,2014,76540,3532741,3607620,7119444,0.021665896254495
"1982",27,"Osaka",2,2014,293606,3532741,3607620,7119444,0.083109970416739
"1983",27,"Osaka",4,2014,449059,3532741,3607620,7119444,0.127113479306861
"1984",27,"Osaka",3,2014,596500,3532741,3607620,7119444,0.168849060828405
"1985",27,"Osaka",1,2014,875897,3532741,3607620,7119444,0.247936941881672
"1986",27,"Osaka",35,2014,1143606,3532741,3607620,7119444,0.323716343768196
"1987",41,"Saga",98,2014,2618,382859,393343,680935,0.006838026531961
"1988",41,"Saga",33,2014,4362,382859,393343,680935,0.01139322831643
"1989",41,"Saga",34,2014,5453,382859,393343,680935,0.014242841359352
"1990",41,"Saga",5,2014,11432,382859,393343,680935,0.029859556651404
"1991",41,"Saga",4,2014,20939,382859,393343,680935,0.054691152617543
"1992",41,"Saga",35,2014,36478,382859,393343,680935,0.095277896040057
"1993",41,"Saga",3,2014,51466,382859,393343,680935,0.134425467339151
"1994",41,"Saga",2,2014,105062,382859,393343,680935,0.274414340527453
"1995",41,"Saga",1,2014,145049,382859,393343,680935,0.37885749061665
"1996",11,"Saitama",98,2014,11135,3004496,3069722,5906854,0.003706112439491
"1997",11,"Saitama",5,2014,56155,3004496,3069722,5906854,0.018690322769609
"1998",11,"Saitama",33,2014,73191,3004496,3069722,5906854,0.024360491743041
"1999",11,"Saitama",34,2014,104833,3004496,3069722,5906854,0.034892041793366
"2000",11,"Saitama",4,2014,410583,3004496,3069722,5906854,0.136656197911397
"2001",11,"Saitama",35,2014,422737,3004496,3069722,5906854,0.140701468732193
"2002",11,"Saitama",3,2014,453571,3004496,3069722,5906854,0.150964088486056
"2003",11,"Saitama",2,2014,535010,3004496,3069722,5906854,0.178069799393975
"2004",11,"Saitama",1,2014,937281,3004496,3069722,5906854,0.311959476730873
"2005",25,"Shiga",98,2014,2978,591050,602236,1119712,0.00503849082142
"2006",25,"Shiga",33,2014,5621,591050,602236,1119712,0.009510193723035
"2007",25,"Shiga",5,2014,7713,591050,602236,1119712,0.013049657389392
"2008",25,"Shiga",34,2014,9383,591050,602236,1119712,0.015875137467219
"2009",25,"Shiga",3,2014,51874,591050,602236,1119712,0.08776584045343
"2010",25,"Shiga",4,2014,67057,591050,602236,1119712,0.113454022502326
"2011",25,"Shiga",35,2014,108748,591050,602236,1119712,0.183991202097961
"2012",25,"Shiga",2,2014,135324,591050,602236,1119712,0.228955249132899
"2013",25,"Shiga",1,2014,202352,591050,602236,1119712,0.342360206412317
"2014",32,"Shimane",98,2014,2025,333857,343157,579362,0.006065471144831
"2015",32,"Shimane",34,2014,6036,333857,343157,579362,0.018079596953187
"2016",32,"Shimane",5,2014,14811,333857,343157,579362,0.044363305247456
"2017",32,"Shimane",4,2014,32106,333857,343157,579362,0.096166921765906
"2018",32,"Shimane",35,2014,32918,333857,343157,579362,0.098599100812623
"2019",32,"Shimane",3,2014,50908,333857,343157,579362,0.152484446933867
"2020",32,"Shimane",2,2014,55712,333857,343157,579362,0.166873841195482
"2021",32,"Shimane",1,2014,139341,333857,343157,579362,0.417367315946648
"2022",22,"Shizuoka",98,2014,9631,1654551,1699086,3055970,0.005820914556275
"2023",22,"Shizuoka",33,2014,25078,1654551,1699086,3055970,0.015156982166159
"2024",22,"Shizuoka",5,2014,25828,1654551,1699086,3055970,0.015610277350169
"2025",22,"Shizuoka",34,2014,30996,1654551,1699086,3055970,0.018733783364792
"2026",22,"Shizuoka",4,2014,153272,1654551,1699086,3055970,0.092636612591573
"2027",22,"Shizuoka",3,2014,208955,1654551,1699086,3055970,0.12629106023326
"2028",22,"Shizuoka",35,2014,240735,1654551,1699086,3055970,0.145498688163737
"2029",22,"Shizuoka",2,2014,378967,1654551,1699086,3055970,0.22904522133195
"2030",22,"Shizuoka",1,2014,581089,1654551,1699086,3055970,0.351206460242084
"2031",9,"Tochigi",98,2014,3617,785812,813037,1622746,0.004602882114297
"2032",9,"Tochigi",5,2014,12054,785812,813037,1622746,0.015339546863626
"2033",9,"Tochigi",33,2014,16453,785812,813037,1622746,0.020937577944852
"2034",9,"Tochigi",34,2014,18372,785812,813037,1622746,0.023379637877762
"2035",9,"Tochigi",4,2014,63835,785812,813037,1622746,0.081234442843835
"2036",9,"Tochigi",35,2014,101022,785812,813037,1622746,0.128557466671418
"2037",9,"Tochigi",3,2014,110355,785812,813037,1622746,0.140434353254977
"2038",9,"Tochigi",2,2014,166476,785812,813037,1622746,0.211852198744738
"2039",9,"Tochigi",1,2014,293628,785812,813037,1622746,0.373661893684494
"2040",36,"Tokushima",5,2014,3441,294622,304003,644012,0.01167937221253
"2041",36,"Tokushima",98,2014,3463,294622,304003,644012,0.011754044165066
"2042",36,"Tokushima",34,2014,5582,294622,304003,644012,0.018946310866127
"2043",36,"Tokushima",4,2014,30152,294622,304003,644012,0.102341305129963
"2044",36,"Tokushima",35,2014,41299,294622,304003,644012,0.140176225807984
"2045",36,"Tokushima",3,2014,50167,294622,304003,644012,0.17027581103923
"2046",36,"Tokushima",2,2014,62376,294622,304003,644012,0.211715350516934
"2047",36,"Tokushima",1,2014,98142,294622,304003,644012,0.333111580262166
"2048",13,"Tokyo",98,2014,34245,5763396,5897879,10850600,0.005941809308262
"2049",13,"Tokyo",5,2014,129992,5763396,5897879,10850600,0.02255475764636
"2050",13,"Tokyo",33,2014,156170,5763396,5897879,10850600,0.027096871358484
"2051",13,"Tokyo",34,2014,253107,5763396,5897879,10850600,0.043916295184298
"2052",13,"Tokyo",3,2014,700127,5763396,5897879,10850600,0.121478204863938
"2053",13,"Tokyo",35,2014,816047,5763396,5897879,10850600,0.141591346490854
"2054",13,"Tokyo",4,2014,885927,5763396,5897879,10850600,0.153716142357735
"2055",13,"Tokyo",2,2014,939795,5763396,5897879,10850600,0.163062715107551
"2056",13,"Tokyo",1,2014,1847986,5763396,5897879,10850600,0.320641857682519
"2057",31,"Tottori",98,2014,1506,251520,459303,476953,0.005987595419847
"2058",31,"Tottori",5,2014,3924,251520,459303,476953,0.015601145038168
"2059",31,"Tottori",34,2014,4906,251520,459303,476953,0.019505407124682
"2060",31,"Tottori",4,2014,22596,251520,459303,476953,0.089837786259542
"2061",31,"Tottori",35,2014,22891,251520,459303,476953,0.091010655216285
"2062",31,"Tottori",3,2014,43692,251520,459303,476953,0.173711832061069
"2063",31,"Tottori",2,2014,54948,251520,459303,476953,0.218463740458015
"2064",31,"Tottori",1,2014,97057,251520,459303,476953,0.385881838422392
"2065",16,"Toyama",98,2014,2923,408792,422463,890272,0.007150335623006
"2066",16,"Toyama",33,2014,7246,408792,422463,890272,0.017725395800309
"2067",16,"Toyama",34,2014,8473,408792,422463,890272,0.020726922248968
"2068",16,"Toyama",5,2014,21627,408792,422463,890272,0.052904655668408
"2069",16,"Toyama",4,2014,29410,408792,422463,890272,0.071943677958473
"2070",16,"Toyama",3,2014,38394,408792,422463,890272,0.093920624669759
"2071",16,"Toyama",2,2014,42078,408792,422463,890272,0.102932542711208
"2072",16,"Toyama",35,2014,69170,408792,422463,890272,0.169205855300495
"2073",16,"Toyama",1,2014,189471,408792,422463,890272,0.463489990019374
"2074",30,"Wakayama",98,2014,1874,409740,422912,828475,0.004573632059355
"2075",30,"Wakayama",33,2014,4323,409740,422912,828475,0.010550593059013
"2076",30,"Wakayama",5,2014,4784,409740,422912,828475,0.011675696783326
"2077",30,"Wakayama",34,2014,6401,409740,422912,828475,0.015622101820667
"2078",30,"Wakayama",4,2014,45569,409740,422912,828475,0.111214428662078
"2079",30,"Wakayama",2,2014,50172,409740,422912,828475,0.122448381900718
"2080",30,"Wakayama",3,2014,72982,409740,422912,828475,0.178117830819544
"2081",30,"Wakayama",35,2014,88870,409740,422912,828475,0.216893639869185
"2082",30,"Wakayama",1,2014,134765,409740,422912,828475,0.328903695026114
"2083",6,"Yamagata",98,2014,2487,536113,556973,942994,0.004638947386092
"2084",6,"Yamagata",34,2014,7958,536113,556973,942994,0.014843885524134
"2085",6,"Yamagata",33,2014,12576,536113,556973,942994,0.023457741185161
"2086",6,"Yamagata",5,2014,21485,536113,556973,942994,0.040075506469718
"2087",6,"Yamagata",4,2014,44833,536113,556973,942994,0.083626026602601
"2088",6,"Yamagata",35,2014,54702,536113,556973,942994,0.102034459153201
"2089",6,"Yamagata",3,2014,65829,536113,556973,942994,0.122789411933678
"2090",6,"Yamagata",2,2014,125248,536113,556973,942994,0.233622389309716
"2091",6,"Yamagata",1,2014,200995,536113,556973,942994,0.374911632435699
"2092",35,"Yamaguchi",98,2014,4052,611244,625627,1179012,0.006629103925765
"2093",35,"Yamaguchi",5,2014,8296,611244,625627,1179012,0.0135723213643
"2094",35,"Yamaguchi",34,2014,10760,611244,625627,1179012,0.01760344477819
"2095",35,"Yamaguchi",4,2014,50048,611244,625627,1179012,0.08187892232889
"2096",35,"Yamaguchi",35,2014,68867,611244,625627,1179012,0.112666954604053
"2097",35,"Yamaguchi",2,2014,95020,611244,625627,1179012,0.155453468663905
"2098",35,"Yamaguchi",3,2014,99551,611244,625627,1179012,0.162866220363717
"2099",35,"Yamaguchi",1,2014,274650,611244,625627,1179012,0.44932956397118
"2100",19,"Yamanashi",98,2014,2421,396507,410183,693210,0.006105819064985
"2101",19,"Yamanashi",34,2014,6578,396507,410183,693210,0.016589871048935
"2102",19,"Yamanashi",5,2014,7888,396507,410183,693210,0.019893721926725
"2103",19,"Yamanashi",33,2014,9275,396507,410183,693210,0.02339176861947
"2104",19,"Yamanashi",4,2014,43208,396507,410183,693210,0.108971594448522
"2105",19,"Yamanashi",3,2014,50990,396507,410183,693210,0.128597981876739
"2106",19,"Yamanashi",35,2014,55532,396507,410183,693210,0.140053012935459
"2107",19,"Yamanashi",2,2014,83254,396507,410183,693210,0.209968550366072
"2108",19,"Yamanashi",1,2014,137361,396507,410183,693210,0.346427679713095
